IDKhachHang,gioi_tinh,nguoi_cao_tuoi,Hon_nhan,nguoi_phu_thuoc,so_thang_su_dung,dich_vu_dien_thoai,nhieu_nha_cung_cap,dich_vu_internet,bao_mat_truc_tuyen,sao_luu_truc_tuyen,bao_ve_thiet_bi,ho_tro_ky_thuat,xem_tivi_truc_tuyen,xem_phim_truc_tuyen,thoi_han_hop_dong,hoa_don_dien_tu,phuong_thuc_thanh_toan,phi_hang_thang,tong_chi_phi,ngung_su_dung
5730-RIITO,Nu,1,Khong,Khong,43,Khong,khong co dich vu dien thoai,DSL,Co,Co,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,33.45,1500.25,Khong
9058-MJLZC,Nu,0,Khong,Khong,24,Co,Khong,Cap quang,Co,Khong,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,94.6,2283.15,Khong
5707-ORNDZ,Nam,1,Khong,Khong,9,Co,Co,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,54.55,494.05,Co
0902-XKXPN,Nam,0,Co,Co,69,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,20.2,1376.5,Khong
5177-RVZNU,Nu,0,Khong,Co,37,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,chuyen khoang ngan hang,20.3,755.4,Khong
0056-EPFBG,Nam,0,Co,Co,20,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Co,Co,Khong,Khong,hai nam,Co,the tin dung,39.4,825.4,Khong
8993-IZEUX,Nam,0,Khong,Khong,7,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,69.15,488.65,Khong
8696-JKZNU,Nu,1,Khong,Khong,37,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,76.25,2841.55,Co
5380-AFSSK,Nu,0,Khong,Khong,5,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Co,Sec buu dien,93.9,486.85,Co
8190-ZTQFB,Nam,0,Khong,Khong,41,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Co,Khong,Co,Co,hang nam,Co,Sec dien tu,51.35,2075.1,Khong
0931-MHTEM,Nu,0,Khong,Khong,54,Co,Khong,Cap quang,Co,Co,Khong,Khong,Co,Co,hang nam,Co,the tin dung,100.05,5299.65,Khong
2055-PDADH,Nu,1,Khong,Khong,3,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,70.4,204.7,Co
7515-LODFU,Nam,1,Khong,Khong,69,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,the tin dung,20.3,1356.3,Khong
0440-UEDAI,Nu,0,Khong,Khong,53,Co,Khong,Cap quang,Khong,Co,Co,Co,Khong,Co,hang nam,Co,the tin dung,94.45,5042.75,Khong
1337-BOZWO,Nam,0,Co,Co,18,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Co,Khong,Co,Khong,hang nam,Khong,the tin dung,46.4,812.4,Khong
0868-VJRDR,Nam,0,Co,Khong,64,Co,Khong,Cap quang,Co,Co,Khong,Co,Co,Co,hai nam,Co,the tin dung,104.05,6605.55,Khong
8714-EUHJO,Nu,0,Co,Co,31,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Co,hang thang,Co,Sec dien tu,91.15,2995.45,Co
6344-SFJVH,Nu,0,Khong,Khong,20,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,the tin dung,24.9,505.95,Khong
3950-VPYJB,Nam,0,Co,Co,57,Co,Khong,DSL,Co,Co,Khong,Co,Khong,Khong,hang nam,Khong,Sec buu dien,59.6,3509.4,Khong
8041-TMEID,Nam,1,Co,Khong,63,Co,Co,Cap quang,Co,Co,Co,Khong,Co,Co,hai nam,Khong,the tin dung,108.5,6991.9,Khong
7321-ZNSLA,Nam,0,Co,Co,13,Khong,khong co dich vu dien thoai,DSL,Co,Co,Khong,Co,Khong,Khong,hai nam,Khong,Sec buu dien,40.55,590.35,Khong
6941-KXRRV,Nu,1,Co,Khong,48,Co,Khong,DSL,Khong,Co,Khong,Khong,Khong,Co,hang nam,Co,chuyen khoang ngan hang,58.95,2789.7,Khong
3721-CNEYS,Nu,0,Khong,Khong,2,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,70.95,137.95,Co
8727-JQFHV,Nam,0,Co,Co,57,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,20.75,1123.15,Khong
9475-NNDGC,Nam,0,Co,Khong,71,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hang nam,Co,chuyen khoang ngan hang,113.15,7953.25,Khong
1355-KUSBG,Nu,0,Co,Co,7,Co,Co,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,48.8,349.8,Khong
3688-FTHLT,Nu,0,Khong,Khong,16,Co,Co,DSL,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Co,chuyen khoang ngan hang,63.05,1067.05,Khong
0899-LIIBW,Nam,0,Co,Khong,34,Co,Co,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Khong,Sec dien tu,100.85,3527.3,Khong
2568-OIADY,Nu,0,Co,Khong,37,Co,Co,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,99.5,3762,Co
1384-RCUXW,Nam,0,Khong,Khong,16,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec buu dien,80.55,1248.9,Khong
5825-XJOCM,Nam,0,Khong,Co,48,Co,Co,DSL,Co,Co,Co,Khong,Khong,Khong,hang nam,Co,chuyen khoang ngan hang,64.4,3035.35,Khong
6848-YLDFR,Nam,0,Co,Co,58,Co,Khong,DSL,Khong,Co,Khong,Co,Co,Co,hang nam,Co,the tin dung,75.2,4300.8,Khong
8125-QPFJD,Nu,0,Co,Khong,72,Co,Co,DSL,Co,Khong,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,84.9,6065.3,Khong
2320-YKQBO,Nu,0,Khong,Khong,7,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,19.3,144.95,Khong
1193-RTSLK,Nu,0,Khong,Khong,38,Co,Khong,Cap quang,Co,Co,Co,Khong,Khong,Khong,hang thang,Co,the tin dung,83.9,3233.6,Co
2302-ANTDP,Nu,1,Co,Khong,48,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hang thang,Khong,Sec dien tu,117.45,5438.9,Co
5923-GXUOC,Nam,0,Khong,Khong,10,Co,Khong,Cap quang,Co,Co,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,104.4,1081.45,Co
4973-RLZVI,Nu,0,Khong,Khong,30,Co,Khong,DSL,Co,Co,Co,Co,Co,Khong,hang nam,Khong,the tin dung,74.65,2308.6,Khong
7869-ZYDST,Nam,0,Co,Khong,31,Co,Co,DSL,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,the tin dung,59.05,1882.8,Khong
4501-UYKBC,Nu,1,Khong,Khong,46,Co,Co,DSL,Khong,Khong,Co,Co,Khong,Co,hang nam,Co,the tin dung,69.1,3255.35,Khong
1215-EXRMO,Nam,0,Co,Khong,50,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,20.55,1067.65,Khong
2305-MRGLV,Nam,0,Co,Khong,28,Co,Khong,Cap quang,Khong,Khong,Khong,Co,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,76.55,2065.4,Khong
8404-VIOMB,Nu,0,Khong,Khong,66,Khong,khong co dich vu dien thoai,DSL,Co,Co,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,62.5,4136.4,Khong
5233-GEEAX,Nam,1,Khong,Khong,8,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Co,Khong,Khong,Khong,hang thang,Co,Sec dien tu,29.4,221.9,Co
2359-KLTEK,Nu,0,Co,Co,41,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,chuyen khoang ngan hang,94.9,3848,Khong
5304-EFJLP,Nam,1,Co,Khong,72,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,111.65,8022.85,Khong
2673-ZALNP,Nu,0,Khong,Khong,7,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,19.9,173.15,Khong
9184-GALIL,Nu,0,Co,Co,38,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.45,781.25,Khong
4393-RYCRE,Nam,0,Khong,Khong,44,Co,Khong,Cap quang,Co,Co,Co,Khong,Co,Co,hang nam,Co,Sec dien tu,106.05,4510.8,Khong
9746-MDMBK,Nam,0,Co,Co,47,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hang nam,Co,chuyen khoang ngan hang,113.45,5317.8,Khong
3162-ZJZFU,Nam,0,Co,Co,53,Co,Khong,Cap quang,Khong,Co,Khong,Co,Co,Khong,hang thang,Co,Sec dien tu,92.55,4779.45,Khong
8404-GFGCZ,Nam,0,Co,Khong,4,Co,Co,DSL,Khong,Khong,Co,Khong,Co,Khong,hang thang,Khong,Sec dien tu,65.6,250.1,Khong
8875-AKBYH,Nam,1,Khong,Khong,20,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,84.35,1745.2,Khong
4432-ADRLB,Nam,0,Khong,Khong,2,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,44.65,74.9,Co
0533-UCAAU,Nam,1,Co,Khong,57,Co,Co,DSL,Khong,Co,Co,Khong,Co,Khong,hang nam,Co,the tin dung,71.1,4140.1,Khong
1394-SUIUH,Nu,1,Co,Khong,44,Co,Khong,Cap quang,Co,Co,Khong,Co,Khong,Khong,hang thang,Co,Sec dien tu,85.15,3670.5,Khong
3521-MNKLV,Nam,0,Khong,Khong,24,Co,Khong,DSL,Khong,Khong,Co,Khong,Khong,Khong,hang thang,Co,Sec buu dien,49.7,1167.8,Khong
2533-TIBIX,Nam,0,Co,Co,15,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,30.2,469.65,Khong
8993-PHFWD,Nu,0,Khong,Khong,3,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,25.25,58.9,Co
1565-RHDJD,Nu,0,Khong,Co,4,Co,Co,Cap quang,Khong,Co,Co,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,84.05,333.55,Co
7137-RYLPP,Nam,1,Co,Khong,37,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,85.7,3171.15,Co
3765-JXVKY,Nu,0,Khong,Khong,1,Co,Khong,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,74.7,74.7,Co
5092-STPKP,Nu,0,Khong,Khong,24,Co,Khong,DSL,Co,Khong,Khong,Co,Khong,Khong,hang thang,Khong,the tin dung,56.35,1381.2,Khong
7330-WZLNC,Nu,0,Khong,Khong,5,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,90.8,455.5,Co
0114-PEGZZ,Nu,0,Khong,Khong,33,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang thang,Khong,Sec dien tu,107.55,3645.5,Khong
3359-DSRKA,Nu,0,Co,Co,58,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Co,Sec buu dien,19.85,1158.85,Khong
8639-NHQEI,Nu,0,Co,Co,72,Co,Co,Cap quang,Co,Co,Khong,Khong,Co,Khong,hai nam,Co,chuyen khoang ngan hang,95.9,6954.15,Khong
7161-DFHUF,Nu,0,Co,Khong,71,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,23.85,1672.1,Khong
3957-LXOLK,Nu,1,Khong,Khong,28,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,106.15,3152.5,Co
3720-DBRWL,Nam,0,Co,Khong,51,Co,Khong,DSL,Co,Co,Co,Co,Co,Co,hai nam,Co,the tin dung,83.85,4307.1,Khong
6635-MYYYZ,Nu,0,Khong,Khong,30,Co,Khong,DSL,Co,Co,Co,Co,Co,Co,hang nam,Khong,chuyen khoang ngan hang,85.35,2530.4,Co
8565-WUXZU,Nam,1,Co,Khong,72,Co,Khong,Cap quang,Co,Co,Khong,Co,Khong,Khong,hai nam,Co,the tin dung,84.8,6141.65,Khong
5281-BUZGT,Nam,1,Khong,Khong,36,Co,Co,Cap quang,Co,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,90.85,3186.7,Co
4994-OBRSZ,Nam,0,Khong,Co,14,Co,Khong,DSL,Co,Co,Co,Co,Khong,Co,hai nam,Khong,chuyen khoang ngan hang,76.1,1054.8,Khong
0562-FGDCR,Nu,0,Co,Co,72,Co,Co,DSL,Co,Co,Khong,Co,Co,Khong,hai nam,Khong,Sec buu dien,74.55,5430.65,Khong
2436-QBZFP,Nu,0,Co,Co,22,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Khong,Co,Khong,hang thang,Khong,Sec dien tu,39.2,849.9,Khong
3420-YJLQT,Nu,0,Khong,Khong,2,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,79.55,151.75,Khong
6040-CGACY,Nu,0,Khong,Khong,15,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,19.6,299.4,Khong
6582-PLFUU,Nam,0,Co,Co,51,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,the tin dung,19.55,1086.75,Khong
8242-PDSGJ,Nam,0,Co,Khong,70,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Co,Co,Khong,Khong,hai nam,Co,the tin dung,39.15,2692.75,Khong
0264-CNITK,Nu,0,Co,Co,71,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,20.1,1389.6,Khong
0089-IIQKO,Nu,0,Co,Co,39,Co,Co,Cap quang,Khong,Khong,Khong,Co,Co,Co,hang thang,Co,the tin dung,99.95,3767.4,Khong
7839-NUIAA,Nu,0,Co,Co,61,Co,Co,DSL,Co,Co,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,59.8,3641.5,Khong
6075-QMNRR,Nu,0,Khong,Khong,52,Co,Khong,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,49.75,2535.55,Khong
5378-IKEEG,Nu,0,Khong,Khong,1,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,35.75,35.75,Co
5966-EMAZU,Nam,0,Co,Khong,64,Co,Co,Cap quang,Co,Khong,Co,Co,Co,Co,hang nam,Co,Sec buu dien,108.5,6880.85,Khong
0440-EKDCF,Nam,0,Co,Khong,62,Co,Khong,DSL,Khong,Co,Co,Co,Khong,Khong,hai nam,Co,the tin dung,60.15,3753.2,Khong
4774-HHGGS,Nam,0,Co,Khong,30,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.05,637.55,Khong
2718-GAXQD,Nu,1,Co,Co,4,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,46,181.6,Co
2055-BFOCC,Nam,1,Co,Khong,63,Co,Khong,DSL,Co,Co,Co,Co,Co,Co,hang nam,Co,chuyen khoang ngan hang,84,5329.55,Khong
8180-AKMJV,Nu,0,Khong,Khong,1,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,44.55,44.55,Khong
4298-OYIFC,Nam,0,Co,Khong,15,Co,Co,Cap quang,Khong,Khong,Co,Co,Co,Co,hang thang,Co,Sec dien tu,103.45,1539.8,Khong
5566-SOEZD,Nam,0,Co,Co,27,Co,Khong,Cap quang,Co,Co,Khong,Khong,Khong,Khong,hang nam,Co,the tin dung,80.65,2209.75,Khong
9842-EFSYY,Nu,0,Khong,Co,4,Khong,khong co dich vu dien thoai,DSL,Co,Co,Co,Khong,Co,Co,hang thang,Co,Sec buu dien,57.2,223.75,Khong
2272-WUSPA,Nu,0,Co,Khong,72,Co,Co,Cap quang,Co,Co,Co,Khong,Co,Co,hai nam,Co,Sec dien tu,110.75,7751.7,Khong
4584-LBNMK,Nam,1,Co,Khong,45,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,the tin dung,24.7,1174.35,Khong
3898-GUYTS,Nu,1,Khong,Khong,45,Co,Co,Cap quang,Co,Co,Khong,Co,Co,Khong,hang thang,Co,Sec dien tu,97.05,4385.05,Khong
0930-EHUZA,Nu,0,Khong,Khong,36,Co,Khong,DSL,Co,Co,Co,Co,Co,Khong,hang nam,Co,Sec buu dien,76.35,2606.35,Khong
6413-XKKPU,Nam,0,Co,Co,17,Co,Khong,Cap quang,Co,Khong,Co,Khong,Co,Khong,hang thang,Co,Sec dien tu,89.4,1539.45,Co
9975-SKRNR,Nam,0,Khong,Khong,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,18.9,18.9,Khong
3703-KBKZP,Nam,1,Khong,Khong,16,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,74.45,1261.35,Khong
1449-XQEMT,Nam,0,Khong,Khong,3,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,Sec buu dien,19.8,58.15,Co
2626-URJFX,Nam,0,Co,Co,4,Co,Co,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,50.9,225.6,Co
4973-MGTON,Nu,0,Co,Khong,71,Co,Khong,DSL,Co,Co,Co,Co,Co,Co,hai nam,Co,the tin dung,84.4,5969.3,Khong
3682-YEUWS,Nam,0,Co,Co,10,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,Sec buu dien,24.4,253.9,Khong
1223-UNPKS,Nam,0,Co,Co,20,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,20.05,400,Khong
2612-RRIDN,Nam,0,Khong,Khong,4,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,81,340.85,Co
4735-ASGMA,Nam,0,Khong,Khong,26,Co,Co,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,98.35,2515.3,Co
3446-QDSZF,Nu,0,Khong,Khong,4,Co,Khong,DSL,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Khong,the tin dung,55.5,227.35,Khong
3669-LVWZB,Nam,0,Khong,Khong,5,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Khong,Co,Co,hang thang,Co,Sec buu dien,51,305.95,Co
6892-EZDTG,Nu,0,Co,Khong,4,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,91.65,365.4,Co
5117-IFGPS,Nam,1,Co,Khong,29,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Co,Sec dien tu,84.3,2357.75,Khong
7379-FNIUJ,Nam,0,Khong,Khong,2,Co,Khong,Cap quang,Co,Co,Khong,Khong,Co,Co,hang thang,Khong,Sec dien tu,100.2,198.5,Khong
1627-AFWVJ,Nu,0,Khong,Khong,29,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.4,554.25,Khong
9725-SCPZG,Nam,0,Khong,Co,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,90.85,90.85,Co
5884-GCYMI,Nam,0,Khong,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,69.4,69.4,Co
3217-FZDMN,Nu,1,Khong,Khong,8,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,the tin dung,94.45,742.95,Co
4486-EFAEB,Nam,0,Khong,Khong,13,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,Sec dien tu,20.4,251.65,Khong
0060-FUALY,Nu,0,Co,Khong,59,Co,Co,Cap quang,Co,Co,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,94.75,5597.65,Khong
7853-GVUDZ,Nu,0,Co,Co,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,the tin dung,20.15,20.15,Co
7480-QNVZJ,Nam,1,Khong,Khong,50,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,95.7,4816.7,Co
6954-OOYZZ,Nam,0,Co,Khong,18,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,44.35,768.05,Khong
7088-FBAWU,Nu,0,Co,Co,17,Co,Khong,DSL,Co,Co,Khong,Khong,Co,Co,hang thang,Khong,Sec buu dien,74.55,1215.8,Khong
8313-AFGBW,Nam,0,Co,Khong,47,Co,Khong,DSL,Khong,Co,Co,Khong,Co,Co,hai nam,Khong,Sec dien tu,73.6,3522.65,Khong
3943-KDREE,Nu,0,Khong,Khong,26,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,74.95,1834.95,Co
9239-ZBZZV,Nu,0,Khong,Khong,6,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,47.95,305.1,Co
3097-IDVPU,Nam,0,Co,Co,19,Co,Co,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,the tin dung,50.1,910.45,Khong
4398-HSCJH,Nu,0,Khong,Khong,3,Co,Co,DSL,Khong,Khong,Khong,Co,Co,Khong,hang thang,Co,Sec dien tu,63.6,155.65,Co
2197-OMWGI,Nu,1,Co,Co,68,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Co,Khong,Co,Co,hai nam,Co,Sec dien tu,53,3656.25,Khong
2303-PJYHN,Nu,0,Co,Khong,2,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,chuyen khoang ngan hang,19.85,52,Khong
9795-VOWON,Nam,0,Khong,Khong,7,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang nam,Co,the tin dung,24.35,150.85,Khong
1237-WIYYZ,Nu,0,Khong,Khong,18,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,Sec buu dien,19.55,389.25,Khong
1987-AUELQ,Nu,0,Co,Khong,71,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,the tin dung,25.05,1873.7,Khong
7852-LECYP,Nam,1,Co,Khong,13,Co,Co,Cap quang,Co,Co,Khong,Khong,Khong,Co,hang thang,Khong,the tin dung,93.8,1261,Khong
4430-UZIPO,Nam,0,Khong,Khong,3,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Co,Khong,Khong,hang thang,Co,Sec buu dien,36.85,108.7,Co
4822-LPTYJ,Nam,0,Co,Khong,72,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hai nam,Co,chuyen khoang ngan hang,103.75,7346.2,Khong
8165-CBKXO,Nam,0,Co,Co,66,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Co,Khong,Co,Co,hai nam,Co,the tin dung,56.75,3708.4,Khong
6527-PZFPV,Nam,0,Co,Co,24,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,the tin dung,20.8,469.65,Khong
4855-SNKMY,Nu,0,Khong,Khong,1,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,44.1,44.1,Co
9593-CVZKR,Nu,0,Co,Co,56,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Co,Sec buu dien,24.45,1385.85,Khong
8595-SIZNC,Nu,1,Co,Khong,22,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,chuyen khoang ngan hang,25.6,548.8,Khong
8008-HAWED,Nam,0,Khong,Khong,14,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,50.75,712.75,Co
7124-UGSUR,Nu,1,Co,Khong,61,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang nam,Co,the tin dung,104.4,6405,Co
1862-SKORY,Nu,1,Co,Khong,40,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,39.3,1637.4,Co
5236-XMZJY,Nu,0,Khong,Khong,42,Co,Khong,DSL,Co,Co,Co,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,59.65,2536.55,Khong
4827-DPADN,Nu,0,Co,Co,72,Co,Co,DSL,Co,Khong,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,83.3,6042.7,Khong
