,gioi_tinh,nguoi_cao_tuoi,Hon_nhan,nguoi_phu_thuoc,so_thang_su_dung,dich_vu_dien_thoai,nhieu_nha_cung_cap,dich_vu_internet,bao_mat_truc_tuyen,sao_luu_truc_tuyen,bao_ve_thiet_bi,ho_tro_ky_thuat,xem_tivi_truc_tuyen,xem_phim_truc_tuyen,thoi_han_hop_dong,hoa_don_dien_tu,phuong_thuc_thanh_toan,phi_hang_thang,tong_chi_phi,ngung_su_dung
6189,0,0,0,0,72,0,0,1,0,0,0,0,0,0,0,0,3,91.95,6614.9,1
6190,0,0,1,1,1,0,1,0,1,1,1,1,1,0,2,1,1,80.5,80.5,0
6191,1,1,1,1,42,0,0,1,1,1,0,1,1,1,2,1,1,55.65,2421.75,1
6192,1,1,1,1,18,0,1,0,1,0,1,1,1,1,2,0,1,74.7,1294.6,1
6193,1,0,1,0,13,0,0,0,1,0,0,1,0,0,1,0,3,104.15,1299.1,1
6194,1,0,0,0,68,0,0,0,1,0,1,0,1,1,1,0,2,83.65,5733.4,1
6195,0,0,1,1,4,0,0,0,1,1,1,1,1,1,2,0,2,72.2,305.55,0
6196,0,0,1,1,69,0,0,0,0,0,0,1,0,0,0,0,3,110.05,7430.75,1
6197,0,0,1,1,17,0,1,1,1,1,1,0,1,1,2,1,0,51.5,900.5,0
6198,0,0,0,0,25,0,0,2,2,2,2,2,2,2,0,1,3,25.5,630.6,1
6199,0,1,1,1,43,0,1,0,1,1,1,1,0,0,2,0,0,89.55,3856.75,0
6200,1,0,0,0,59,0,1,2,2,2,2,2,2,2,0,1,3,19.5,1222.65,1
6201,1,1,1,1,5,0,1,0,0,0,1,1,1,1,2,1,1,80.7,374.8,1
6202,0,0,0,0,21,0,0,1,0,0,1,0,0,1,1,1,0,77.5,1625.0,0
6203,1,0,0,0,69,0,0,0,0,0,0,0,0,1,1,0,3,105.1,7234.8,1
6204,0,0,1,1,13,1,2,1,1,1,1,1,1,1,2,0,2,25.15,331.85,1
6205,0,0,0,1,42,0,0,0,1,0,0,1,0,1,2,0,2,95.25,3959.35,0
6206,0,0,0,1,52,0,0,0,1,0,1,0,1,0,2,0,3,95.65,5088.4,1
6207,0,1,1,1,46,0,1,0,0,1,1,1,1,0,2,1,1,85.0,3969.4,0
6208,0,0,0,1,61,0,0,1,0,0,0,0,1,0,0,0,2,80.8,4860.85,1
6209,0,0,1,1,29,1,2,1,1,1,1,1,1,1,1,0,0,24.85,788.05,1
6210,1,0,1,0,25,0,1,1,1,0,1,0,1,1,1,0,3,54.75,1266.35,1
6211,1,0,0,0,5,0,1,0,1,1,1,0,0,1,2,0,1,85.75,470.95,0
6212,0,0,1,1,15,1,2,1,1,1,0,1,0,0,1,1,1,50.75,688.2,1
6213,1,0,0,0,19,0,1,2,2,2,2,2,2,2,0,1,0,20.15,387.7,1
6214,0,0,1,1,44,0,1,2,2,2,2,2,2,2,0,1,0,20.05,845.25,1
6215,1,1,1,1,6,0,0,0,1,0,1,1,0,0,2,0,1,98.25,560.6,0
6216,0,0,0,0,58,0,0,1,0,0,0,0,1,1,0,1,3,71.6,4230.25,1
6217,0,0,0,0,62,0,1,0,0,0,1,1,1,1,1,0,3,81.45,4983.05,1
6218,1,0,0,0,70,1,2,1,1,0,0,0,0,0,1,0,2,58.4,4113.15,1
6219,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0,0,25.7,25.7,0
6220,0,0,0,0,10,1,2,1,0,0,0,0,1,0,0,1,3,53.7,521.0,1
6221,0,0,1,1,26,0,1,2,2,2,2,2,2,2,1,0,2,19.6,471.85,1
6222,0,0,1,1,66,0,0,0,1,0,1,1,1,0,2,1,3,89.4,5976.9,1
6223,1,0,0,0,7,0,1,0,1,1,1,1,1,1,2,0,1,69.0,506.9,0
6224,0,0,0,0,51,0,0,0,1,0,1,0,1,1,1,1,2,84.2,4299.75,1
6225,0,0,0,0,72,0,0,0,0,0,0,0,0,1,0,0,3,106.1,7548.6,1
6226,0,0,1,1,65,0,0,2,2,2,2,2,2,2,0,1,0,25.75,1654.75,1
6227,0,0,1,1,2,0,1,1,1,1,1,1,1,1,2,1,2,46.05,80.35,0
6228,0,0,1,0,70,0,0,1,0,0,1,0,1,1,1,1,2,64.95,4551.5,1
6229,0,0,0,1,72,0,0,1,1,0,0,0,0,0,0,0,3,85.45,6227.5,1
6230,1,0,0,0,1,0,1,2,2,2,2,2,2,2,2,1,0,20.05,20.05,1
6231,1,1,0,1,1,0,1,0,1,0,1,1,1,1,2,0,0,76.4,76.4,0
6232,1,0,1,1,5,0,0,0,1,1,0,1,0,0,2,0,1,100.5,514.0,0
6233,0,0,1,1,3,0,1,2,2,2,2,2,2,2,2,1,0,20.7,57.5,1
6234,0,0,1,1,58,0,0,2,2,2,2,2,2,2,0,0,3,25.3,1474.35,1
6235,0,1,0,0,22,1,2,1,0,1,1,1,1,0,2,1,0,40.05,880.2,0
6236,0,1,0,1,33,0,0,0,1,0,1,1,0,0,2,0,2,100.6,3270.25,1
6237,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,69.95,69.95,0
6238,0,1,0,1,54,0,0,0,1,1,1,1,1,1,2,1,2,74.0,3919.15,1
6239,0,0,0,1,72,0,0,0,1,0,1,1,0,0,0,0,1,99.4,7285.7,1
6240,0,0,1,0,1,0,0,0,1,1,1,1,0,0,2,0,1,93.3,93.3,0
6241,0,0,1,1,3,0,1,1,1,1,0,1,1,1,2,0,1,49.15,169.05,0
6242,1,0,0,0,72,0,0,0,0,0,0,0,1,0,0,1,3,107.45,7658.3,1
6243,1,0,0,0,72,0,0,1,0,0,0,1,0,0,0,0,3,83.6,5959.3,1
6244,0,1,0,1,54,0,0,0,1,1,0,1,0,0,2,0,3,99.05,5295.7,1
6245,1,0,0,1,59,0,0,1,1,0,1,0,0,0,1,0,1,80.1,4693.2,1
6246,0,0,1,1,54,0,1,1,0,0,1,1,0,1,0,0,2,65.3,3512.9,1
6247,0,0,1,1,60,0,0,0,1,1,0,1,0,1,0,0,1,89.55,5231.2,1
6248,1,0,0,1,60,1,2,1,1,0,0,0,0,0,0,1,3,60.8,3603.45,1
6249,0,0,1,1,3,0,0,0,1,1,1,1,1,1,2,1,1,74.5,217.45,1
6250,1,0,0,1,69,0,0,0,0,1,1,1,0,0,0,1,2,99.15,6875.35,1
6251,1,0,0,0,1,0,1,2,2,2,2,2,2,2,2,1,1,19.25,19.25,1
6252,0,0,0,0,50,1,2,1,0,1,1,1,0,1,2,0,3,39.45,2021.35,1
6253,1,0,1,1,56,1,2,1,1,1,1,1,0,0,2,0,3,44.85,2564.95,1
6254,1,0,0,1,60,0,1,0,0,1,1,0,0,0,0,0,1,97.2,5611.75,1
6255,0,1,0,1,69,0,0,0,0,1,0,0,0,0,1,0,0,110.55,7610.1,1
6256,1,0,1,1,1,1,2,1,1,1,1,1,1,0,2,1,0,35.05,35.05,0
6257,1,1,1,1,1,0,1,0,1,0,1,1,1,1,2,0,1,73.0,73.0,0
6258,1,0,0,1,3,0,1,2,2,2,2,2,2,2,2,0,0,19.9,45.75,1
6259,0,0,0,0,60,0,1,1,1,0,1,0,0,0,0,1,2,76.95,4543.95,1
6260,1,0,1,1,13,1,2,1,1,1,0,0,1,1,0,1,0,35.4,450.4,1
6261,0,0,0,0,62,0,1,2,2,2,2,2,2,2,0,1,2,20.45,1297.35,1
6262,1,0,1,1,45,0,0,0,0,0,1,1,1,0,1,1,2,96.75,4442.75,1
6263,1,0,1,1,25,1,2,1,1,1,0,0,0,0,1,1,1,54.2,1423.15,1
6264,0,0,1,1,44,0,1,0,1,1,0,0,0,0,0,1,2,100.1,4378.35,1
6265,1,0,1,1,2,0,1,1,1,1,1,1,1,1,2,0,0,45.25,74.2,1
6266,0,1,1,1,33,0,0,0,1,0,0,1,1,1,2,0,3,83.85,2716.3,0
6267,1,0,1,1,1,0,1,0,1,1,1,1,1,1,2,0,1,70.1,70.1,0
6268,1,0,1,1,22,0,1,2,2,2,2,2,2,2,1,1,2,20.85,450.65,1
6269,1,0,1,1,35,1,2,1,1,1,0,0,1,1,2,0,0,33.45,1175.85,1
6270,1,0,0,0,29,0,1,2,2,2,2,2,2,2,0,1,0,20.2,558.8,1
6271,0,1,0,1,27,0,0,0,0,1,0,1,1,1,1,0,1,85.9,2220.1,1
6272,0,0,1,0,54,0,1,1,1,0,0,0,1,1,1,0,1,61.0,3283.05,1
6273,1,1,1,1,2,0,1,0,1,1,1,1,1,1,2,0,1,70.65,142.35,0
6274,0,0,1,1,57,0,0,0,1,1,1,1,0,1,1,0,1,86.9,4939.25,1
6275,0,0,1,1,62,0,0,1,0,0,0,0,1,1,0,1,2,69.4,4237.5,1
6276,1,0,0,0,15,0,1,2,2,2,2,2,2,2,1,1,3,20.35,335.95,1
6277,0,0,1,1,2,0,1,2,2,2,2,2,2,2,2,1,0,20.35,33.2,0
6278,1,0,0,1,70,0,0,0,1,1,0,0,0,0,0,0,2,104.3,7188.5,1
6279,1,0,0,0,21,0,1,1,1,1,1,1,1,1,2,0,1,44.95,926.25,1
6280,1,0,1,0,23,0,1,1,1,1,1,0,1,1,1,0,1,49.45,1119.35,1
6281,0,0,1,1,6,0,1,2,2,2,2,2,2,2,1,1,0,20.6,116.6,1
6282,0,0,0,0,4,0,1,2,2,2,2,2,2,2,0,1,3,19.55,68.8,1
6283,1,0,1,1,3,0,1,0,0,1,0,1,0,0,2,0,3,99.0,287.4,0
6284,1,0,1,1,23,0,0,0,1,1,1,1,0,0,2,0,1,93.5,2341.55,1
6285,0,0,1,1,26,1,2,1,0,1,1,0,0,0,1,1,3,54.55,1362.85,1
6286,1,0,1,0,8,0,1,2,2,2,2,2,2,2,2,1,0,20.05,163.6,1
6287,0,0,1,1,26,0,0,0,1,1,1,1,1,0,2,0,1,83.95,2254.2,0
6288,0,0,1,1,2,0,0,0,1,0,1,1,1,1,2,0,1,79.45,145.15,1
6289,0,0,1,1,67,0,0,0,0,0,0,0,0,0,0,1,3,116.2,7752.3,0
6290,1,0,0,1,71,0,0,0,1,1,1,1,0,0,0,0,2,93.7,6585.35,0
6291,1,0,1,1,59,0,0,1,0,0,0,0,1,0,1,1,3,79.85,4786.1,1
6292,0,0,0,0,39,0,0,0,1,1,0,1,0,0,1,1,1,100.0,3835.55,1
6293,0,0,1,0,21,0,1,2,2,2,2,2,2,2,0,1,0,19.6,397.0,1
6294,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,19.7,19.7,0
6295,1,0,0,0,48,0,1,2,2,2,2,2,2,2,0,1,2,20.2,1027.25,1
6296,1,1,0,1,31,1,2,1,0,0,0,1,1,0,1,0,3,50.4,1580.1,1
6297,1,0,0,0,64,0,0,0,0,0,0,0,0,0,1,1,1,113.35,7222.75,1
6298,0,0,0,0,46,0,0,0,1,0,1,1,1,1,2,0,2,80.0,3769.7,1
6299,1,0,1,1,52,0,0,1,1,1,0,0,0,0,0,0,2,80.95,4233.95,1
6300,1,0,0,0,67,0,0,2,2,2,2,2,2,2,0,0,0,24.9,1680.25,1
6301,1,1,1,1,67,0,0,1,1,0,1,1,1,1,2,1,1,54.9,3725.5,1
6302,1,0,1,1,5,0,0,0,1,1,1,1,1,1,2,1,1,75.55,413.65,0
6303,1,0,0,1,71,0,0,0,1,0,0,0,0,0,0,1,1,109.25,7707.7,1
6304,1,0,1,1,9,0,1,0,1,1,1,1,0,1,2,0,2,77.65,714.15,0
6305,1,1,1,1,26,0,0,0,0,0,1,1,1,0,2,0,1,95.0,2497.2,0
6306,0,0,1,1,71,0,0,0,0,0,0,0,0,0,1,0,2,116.3,8309.55,1
6307,1,0,1,1,32,0,1,2,2,2,2,2,2,2,2,1,2,19.9,601.55,1
6308,1,0,1,1,2,0,1,0,1,1,1,1,1,1,2,1,1,70.35,139.25,1
6309,1,0,0,1,71,0,0,2,2,2,2,2,2,2,0,1,3,25.6,1888.25,1
6310,1,0,1,1,60,1,2,1,0,1,0,1,1,0,1,0,1,44.45,2773.9,1
6311,1,1,1,1,55,0,0,0,1,1,0,1,0,0,1,0,1,100.15,5409.75,1
6312,0,0,1,1,54,0,1,0,0,0,1,0,0,0,1,0,3,105.4,5643.4,0
6313,0,0,1,1,2,0,1,0,1,1,0,1,0,0,2,0,1,95.85,197.7,0
6314,1,0,1,1,6,0,0,0,1,1,1,1,1,1,2,0,0,73.85,401.3,1
6315,1,0,0,0,48,0,1,1,0,0,0,1,1,0,0,0,3,70.1,3238.4,1
6316,0,0,0,0,63,0,0,2,2,2,2,2,2,2,0,1,0,25.25,1573.05,1
6317,0,0,1,1,1,0,0,0,1,0,1,1,1,1,2,0,1,79.15,79.15,0
6318,0,0,1,0,12,0,1,2,2,2,2,2,2,2,2,1,3,21.05,235.8,1
6319,0,1,0,1,54,1,2,1,1,1,1,1,1,1,2,0,2,24.95,1364.75,1
6320,1,0,0,0,30,0,1,1,1,1,0,0,0,1,1,0,1,64.5,1985.15,1
6321,1,0,0,1,30,0,1,2,2,2,2,2,2,2,2,1,2,19.65,655.85,0
6322,1,0,1,1,4,0,1,0,1,1,1,1,0,1,2,0,1,79.0,303.15,0
6323,1,0,1,1,40,0,0,0,1,1,0,0,0,0,1,0,3,105.95,4335.2,1
6324,1,0,0,0,9,0,1,0,1,1,1,0,1,1,2,0,1,75.85,647.5,1
6325,1,0,0,0,17,0,1,0,0,1,1,0,0,1,2,1,1,91.85,1574.45,0
6326,1,0,1,1,62,1,2,1,1,0,0,1,1,0,0,0,3,43.6,2748.7,1
6327,0,0,1,1,28,0,1,0,1,0,1,0,0,1,1,0,2,91.25,2483.65,1
6328,1,0,1,1,70,0,0,1,0,0,0,0,0,0,0,1,3,89.75,6367.2,1
6329,1,0,1,1,46,0,1,0,1,0,0,0,0,0,0,0,2,104.4,4904.2,1
6330,1,0,0,1,23,0,0,0,1,1,0,1,1,0,2,1,0,90.15,2044.95,1
6331,0,0,0,0,47,1,2,1,0,1,0,0,1,1,1,1,1,40.3,1794.8,1
6332,0,0,0,0,68,0,1,0,0,0,0,1,0,0,0,0,2,105.25,7173.15,1
6333,1,1,1,1,60,0,0,0,1,1,0,0,0,0,1,0,1,106.0,6441.4,0
6334,1,0,1,0,67,0,0,0,1,0,1,0,0,0,0,0,1,104.0,7039.05,1
6335,1,0,1,1,14,0,1,1,1,1,1,0,0,0,2,0,1,69.65,921.4,1
6336,0,0,0,0,57,0,0,0,1,1,1,1,1,1,2,0,1,74.3,4018.35,1
6337,1,0,0,0,55,0,0,0,0,1,1,1,0,0,1,1,0,100.9,5448.6,1
6338,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,0,0,20.25,20.25,1
6339,0,0,1,0,1,0,1,1,1,1,1,0,1,1,2,0,0,49.9,49.9,0
6340,0,0,1,1,23,0,0,0,1,1,0,0,0,1,2,0,3,96.9,2085.45,1
6341,1,0,1,1,13,0,0,0,0,1,1,1,0,0,2,0,1,100.35,1358.85,0
6342,0,0,0,1,47,0,0,0,1,0,0,1,0,0,2,0,1,104.1,5135.15,1
6343,0,0,1,1,38,0,1,2,2,2,2,2,2,2,1,1,0,20.1,730.1,1
6344,1,1,0,1,38,0,0,0,1,1,1,1,1,1,2,0,2,74.95,2869.85,0
6345,1,1,1,1,2,0,0,1,1,0,1,1,1,1,2,0,3,56.55,118.25,1
6346,0,1,0,0,1,0,1,1,1,1,1,0,1,1,2,0,3,49.25,49.25,0
6347,0,0,0,1,15,0,1,0,1,1,1,1,1,1,2,0,2,68.6,1108.6,1
6348,1,0,1,1,26,0,1,0,1,1,1,1,1,1,2,0,3,69.05,1815.65,1
6349,1,0,0,0,35,0,1,2,2,2,2,2,2,2,0,1,3,19.7,730.4,1
6350,0,0,1,0,3,0,1,2,2,2,2,2,2,2,2,0,0,20.05,75.45,1
6351,0,0,0,0,50,0,0,0,1,0,1,0,0,0,2,1,1,103.7,5071.05,0
6352,0,0,0,1,42,0,0,0,0,1,0,1,1,0,2,0,1,94.4,4014.6,1
6353,0,0,0,1,10,0,1,1,0,1,1,0,1,1,2,0,3,54.95,568.85,1
6354,1,0,0,1,61,0,1,0,0,0,1,0,1,0,1,1,2,93.7,5860.7,1
6355,1,0,1,1,68,0,0,0,0,0,1,0,0,0,0,1,3,110.25,7279.35,1
6356,0,0,1,1,10,0,1,0,0,1,0,1,0,0,1,0,1,98.9,1064.95,1
6357,0,0,0,1,65,0,0,0,0,0,0,1,1,1,1,1,1,89.75,5769.6,0
6358,1,0,0,0,72,0,1,1,0,1,0,0,0,0,0,0,2,80.45,5886.85,1
6359,0,0,0,0,55,0,1,0,1,0,1,0,1,1,2,1,1,79.4,4238.45,1
6360,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,0,0,20.3,20.3,0
6361,1,0,1,1,7,0,1,1,1,1,0,0,1,0,2,1,2,62.8,418.3,1
6362,1,0,1,1,2,0,0,0,1,1,1,1,1,1,2,0,0,74.9,136.05,1
6363,1,0,1,1,9,0,1,0,0,1,1,1,1,1,2,0,1,74.85,708.2,1
6364,0,0,1,0,27,0,0,2,2,2,2,2,2,2,0,0,3,25.85,788.55,1
6365,0,1,0,1,7,0,0,0,1,1,0,1,0,0,2,0,1,101.95,700.85,0
6366,1,0,0,1,64,0,1,1,1,0,0,0,1,0,0,0,0,68.3,4378.8,1
6367,0,0,1,1,70,1,2,1,0,1,0,0,1,0,0,1,2,48.4,3442.8,1
6368,0,1,1,1,2,0,0,0,1,1,1,1,0,0,2,0,1,94.0,181.7,0
6369,0,1,1,1,67,0,1,0,0,0,1,0,0,0,0,0,1,105.05,7171.7,1
6370,1,0,1,1,45,0,0,0,1,0,1,1,0,1,2,0,3,89.3,4016.85,0
6371,1,0,1,1,24,0,0,2,2,2,2,2,2,2,0,1,3,25.15,553.0,1
6372,0,0,0,0,4,0,1,2,2,2,2,2,2,2,0,1,3,19.5,96.85,1
6373,0,0,0,0,44,0,1,0,1,1,0,1,0,0,2,0,2,92.95,4122.9,1
6374,1,0,0,0,72,0,1,2,2,2,2,2,2,2,0,0,0,20.7,1482.3,1
6375,1,0,1,1,1,0,1,0,1,0,1,1,1,1,2,0,3,74.3,74.3,0
6376,0,0,1,1,66,0,1,2,2,2,2,2,2,2,0,1,2,19.35,1240.8,1
6377,0,0,1,1,1,1,2,1,1,0,1,0,1,0,2,0,0,44.65,44.65,0
6378,0,0,0,0,13,0,1,0,0,1,1,1,1,0,2,1,1,84.05,1095.3,0
6379,0,0,1,1,10,0,0,0,1,0,1,1,1,1,2,0,2,80.7,788.8,0
6380,0,1,0,1,65,0,0,0,1,0,0,1,0,0,2,0,1,104.35,6578.55,1
6381,0,0,1,0,1,0,1,2,2,2,2,2,2,2,2,1,0,19.55,19.55,1
6382,0,0,0,0,38,0,1,1,0,0,0,0,0,1,1,1,1,74.05,2802.3,1
6383,0,0,1,0,23,1,2,1,0,1,0,0,1,1,0,1,0,40.1,857.75,1
6384,1,0,0,1,10,0,1,2,2,2,2,2,2,2,1,1,0,20.1,184.4,1
6385,0,0,1,0,4,0,0,0,1,0,1,1,0,0,2,0,1,101.7,364.55,0
6386,0,0,0,0,72,0,0,1,0,1,0,0,0,0,0,0,3,83.55,6093.3,1
6387,1,0,0,1,35,0,1,1,1,0,1,0,1,1,2,1,1,56.85,1861.1,1
6388,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,20.4,20.4,0
6389,1,0,0,0,58,0,1,2,2,2,2,2,2,2,0,1,3,19.55,1079.65,1
6390,0,0,0,0,70,0,1,0,1,0,0,0,0,0,1,0,1,106.15,7475.1,1
6391,0,0,0,0,38,0,0,1,1,0,0,1,0,0,1,1,3,78.95,2862.55,1
6392,1,0,0,0,60,1,2,1,1,0,1,1,0,0,2,0,1,49.75,3069.45,1
6393,0,0,1,1,26,0,0,0,0,0,1,1,0,1,2,0,3,92.4,2349.8,1
6394,1,0,1,1,8,0,1,1,0,0,1,0,1,1,1,1,2,58.2,469.25,1
6395,0,0,0,0,41,0,0,0,1,1,0,0,0,0,1,0,1,102.6,4213.35,0
6396,1,1,0,1,36,0,0,0,1,0,1,1,0,1,2,0,3,91.95,3301.05,1
6397,0,1,1,1,54,0,1,1,1,1,0,0,1,0,1,1,2,65.25,3529.95,1
6398,0,0,0,0,71,0,0,0,1,0,0,1,0,0,0,0,2,106.0,7723.7,0
6399,1,0,1,1,55,0,0,0,1,1,1,1,1,1,2,0,1,73.1,4144.9,1
6400,1,0,1,1,72,0,0,1,0,0,1,1,1,1,0,1,2,59.75,4265.0,1
6401,1,0,1,0,3,0,1,1,0,1,1,0,1,1,2,0,0,55.1,154.65,0
6402,1,0,0,0,54,0,0,1,1,0,0,1,1,1,0,0,2,59.8,3246.45,1
6403,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,2,116.6,8337.45,1
6404,0,0,1,1,52,0,0,0,0,1,0,0,0,0,0,0,1,109.3,5731.4,1
6405,1,1,1,1,60,0,0,0,0,1,1,1,0,0,1,0,2,101.4,6176.6,1
6406,1,0,1,1,39,1,2,1,1,1,0,1,0,0,2,0,3,50.65,1905.4,1
6407,1,0,1,1,15,0,1,1,1,1,1,1,0,1,1,1,0,56.15,931.9,1
6408,0,0,1,1,69,0,0,0,1,1,0,0,0,0,0,0,2,106.5,7348.8,0
6409,0,0,0,0,43,0,1,2,2,2,2,2,2,2,1,0,0,19.2,776.25,1
6410,1,1,1,1,63,0,0,1,0,0,0,0,0,1,1,1,2,83.0,5243.05,1
6411,0,1,0,1,2,0,1,0,1,1,1,1,1,1,2,1,1,70.1,141.65,1
6412,1,0,0,0,72,0,1,0,0,0,0,0,0,0,0,0,2,108.3,7679.65,1
6413,1,0,0,0,32,0,0,0,1,1,0,1,1,0,2,0,2,91.05,2954.5,0
6414,0,0,0,0,40,0,0,2,2,2,2,2,2,2,0,1,3,25.25,1006.9,1
6415,1,0,0,1,58,1,2,1,0,0,1,1,0,1,1,0,1,45.35,2540.1,1
6416,0,0,1,1,67,1,2,1,0,1,1,0,0,1,0,1,1,43.9,3097.2,1
6417,1,1,0,1,51,0,0,0,0,1,1,1,1,1,2,0,1,77.5,3807.35,0
6418,0,0,0,1,31,0,0,1,1,1,0,0,0,0,1,0,0,79.3,2484.0,1
6419,0,1,0,1,69,0,0,0,0,0,1,1,1,1,2,0,3,84.9,5785.65,1
6420,0,0,0,1,32,0,0,0,1,1,1,0,1,1,1,0,1,79.25,2619.15,1
6421,1,0,1,1,21,0,1,1,0,0,1,0,0,1,0,1,3,71.05,1524.85,1
6422,0,0,1,1,52,0,1,1,0,1,0,1,1,1,1,1,1,53.75,2790.65,1
6423,1,0,0,0,72,0,0,2,2,2,2,2,2,2,0,1,3,24.25,1784.5,1
6424,1,0,0,1,72,1,2,1,1,0,0,1,0,0,0,0,1,54.2,3937.45,0
6425,0,0,0,0,52,1,2,1,0,1,0,1,1,0,1,1,2,44.25,2276.1,1
6426,1,0,1,1,41,0,1,1,1,1,1,0,1,1,1,1,2,50.05,2029.05,1
6427,0,0,1,1,41,0,1,2,2,2,2,2,2,2,0,1,0,20.15,802.35,1
6428,1,0,1,1,6,0,1,0,1,1,1,1,1,1,2,0,0,69.25,418.4,0
6429,0,0,0,0,67,0,0,1,0,0,0,0,1,1,1,0,3,69.35,4653.25,1
6430,1,0,0,0,16,0,1,2,2,2,2,2,2,2,2,1,0,19.35,275.9,1
6431,0,0,1,1,17,0,1,2,2,2,2,2,2,2,0,1,0,19.15,343.45,1
6432,0,0,0,1,35,0,1,1,0,0,0,1,1,1,2,1,0,61.0,2130.45,1
6433,1,0,0,0,58,0,1,2,2,2,2,2,2,2,0,1,3,20.5,1191.4,1
6434,0,0,1,1,1,0,1,1,1,1,0,1,1,1,2,0,1,50.5,50.5,0
6435,0,0,0,0,52,1,2,1,1,0,0,0,0,1,0,1,0,50.2,2554.0,1
6436,1,0,1,1,70,0,1,1,0,1,0,0,0,0,0,1,2,79.6,5589.45,1
6437,1,0,0,0,19,0,0,2,2,2,2,2,2,2,0,0,2,24.9,467.7,1
6438,0,1,1,1,1,0,0,0,1,1,1,1,1,1,2,0,1,74.4,74.4,0
6439,1,0,0,0,35,0,1,0,0,1,0,0,0,0,2,0,1,106.9,3756.45,1
6440,1,0,1,1,32,0,0,0,1,1,0,1,0,0,2,0,1,101.35,3334.9,1
6441,1,0,0,0,17,0,1,1,0,1,1,0,1,1,2,0,3,55.35,920.5,1
6442,1,0,0,0,67,0,1,1,1,0,1,1,1,1,1,1,3,50.55,3431.75,1
6443,1,0,1,1,9,0,1,2,2,2,2,2,2,2,2,1,2,19.5,150.35,1
6444,0,0,1,0,31,0,0,1,1,0,1,0,0,0,1,0,0,79.45,2587.7,0
6445,0,0,1,1,4,0,0,0,0,1,1,1,0,1,2,1,1,90.65,367.95,1
6446,0,1,0,0,58,0,0,0,0,0,1,0,1,1,1,0,2,89.85,5125.75,1
6447,0,0,1,1,60,0,1,1,0,1,0,0,0,0,1,1,0,79.0,4801.1,1
6448,0,0,1,1,58,0,0,0,1,1,0,0,0,0,1,0,1,104.65,6219.6,0
6449,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,19.55,19.55,1
6450,1,0,0,0,27,0,1,2,2,2,2,2,2,2,0,1,0,19.9,550.1,1
6451,0,1,0,0,66,0,0,0,0,0,0,0,0,0,1,0,1,116.25,7862.25,1
6452,0,0,1,1,15,0,0,0,0,1,1,1,0,1,2,0,2,87.75,1242.2,1
6453,0,1,0,1,47,0,0,0,1,1,0,1,0,0,2,0,1,100.05,4871.05,0
6454,1,0,1,1,41,0,0,0,0,1,1,1,1,1,2,0,3,81.3,3190.65,1
6455,0,0,0,1,59,1,2,1,1,1,1,1,0,0,2,0,1,44.3,2666.75,1
6456,1,0,1,0,50,0,1,0,1,1,1,1,1,1,0,1,3,70.35,3533.6,1
6457,0,0,0,0,17,1,2,1,0,1,0,1,0,1,1,1,3,44.45,792.15,1
6458,0,0,0,0,6,0,1,1,0,1,1,1,1,1,2,0,1,49.15,295.65,1
6459,0,1,0,1,51,1,2,1,1,0,1,1,1,1,2,0,3,29.45,1459.35,1
6460,0,0,1,1,44,0,1,0,1,0,1,0,0,0,2,1,1,100.55,4398.15,0
6461,0,0,0,1,49,0,1,0,1,0,1,1,0,1,2,0,3,85.3,4297.95,1
6462,0,0,1,1,2,0,1,0,1,0,1,1,0,0,2,1,1,95.65,167.3,0
6463,0,0,0,1,59,0,0,1,0,1,1,0,1,0,1,0,0,69.1,4096.9,1
6464,0,1,1,1,50,0,0,1,0,0,1,1,0,1,2,0,2,70.35,3454.6,1
6465,1,0,0,0,59,0,1,2,2,2,2,2,2,2,0,1,0,20.6,1286.0,1
6466,0,0,1,1,18,0,0,0,1,1,1,1,1,1,2,1,0,74.15,1387.0,1
6467,0,0,1,1,10,0,0,0,1,1,1,1,1,1,2,1,1,75.05,786.3,1
6468,0,0,0,1,14,0,1,1,1,1,1,1,1,1,1,1,1,44.6,641.25,1
6469,0,0,1,1,35,0,1,2,2,2,2,2,2,2,0,1,2,21.45,705.45,1
6470,0,0,0,0,8,0,1,1,1,1,1,1,1,1,1,0,0,43.45,345.5,1
6471,0,0,0,0,18,0,1,2,2,2,2,2,2,2,1,1,2,20.05,345.9,1
6472,1,0,0,0,60,0,0,0,0,0,1,1,0,1,1,1,2,94.15,5811.8,1
6473,1,0,1,1,1,0,1,0,1,1,0,1,0,0,2,1,1,94.4,94.4,0
6474,1,0,1,1,6,0,1,2,2,2,2,2,2,2,0,1,0,19.55,124.45,1
6475,1,0,1,0,19,0,0,1,0,0,1,0,0,1,2,0,0,75.9,1375.6,1
6476,0,0,0,0,53,0,0,1,0,0,1,0,1,1,1,1,2,64.15,3491.55,1
6477,0,1,0,1,72,0,0,0,0,0,0,1,0,0,0,0,2,109.55,7920.7,1
